283	235	66	112
287	261	55	106
289	240	55	112
287	177	58	130
291	153	63	105
318	144	63	114
327	179	61	127
306	243	69	135
305	297	62	107
300	294	56	107
286	240	57	118
291	175	61	126
306	164	65	107
324	181	63	122
317	225	64	132
305	282	61	103
296	279	59	106
280	235	57	115
279	179	65	117
310	167	72	111
329	186	65	123
328	237	62	133
320	284	62	104
300	282	65	108
270	234	63	116
268	175	61	118
288	164	74	112
307	196	64	132
288	270	69	138
306	325	60	113
307	331	59	100
315	286	58	113
318	231	58	126
321	223	55	108
310	232	56	113
306	280	55	121
316	318	56	108
315	313	55	103
310	244	59	127
299	203	65	119
296	193	54	110
289	208	57	119
270	260	63	110
268	273	56	108
261	246	53	112
262	189	62	115
284	167	74	107
309	183	64	117
288	235	73	127
273	284	67	100
277	289	53	101
274	230	56	110
279	152	60	125
282	126	60	114
277	124	57	104
267	160	58	123
267	223	65	122
266	254	59	101
257	233	54	109
256	179	63	117
284	151	66	105
297	152	57	108
278	170	64	111
264	207	64	103
255	228	57	100
240	233	54	103
225	227	56	111
225	222	59	101
249	221	66	105
271	225	54	108
273	226	54	105
279	219	59	100
288	204	56	109
295	191	54	106
304	188	54	108
303	197	53	104
293	200	52	106
283	198	54	106
269	196	57	104
264	197	53	105
274	184	59	105
295	169	62	105
310	154	56	108
322	148	61	103
351	151	57	112
341	154	59	104
313	153	62	103
296	157	55	103
294	155	54	108
290	155	56	106
276	148	56	111
271	141	56	110
280	128	57	108
296	123	53	108
303	123	55	113
304	133	54	111
309	136	52	111
316	137	57	111
326	145	56	112
321	153	55	106
308	158	54	105
298	163	53	107
301	165	53	110
309	170	57	111
320	181	57	109
326	193	55	110
320	203	55	106
317	210	54	110
320	217	53	110
321	218	53	107
319	219	53	107
312	224	51	105
308	226	52	107
311	228	51	108
308	231	53	108
